country_code,country_name,data_used,un_development_lvl,oecd_member,age_sex_group,total_pop,migrant_pop_2015,migrant_pop_2017,migrant_pop_2019,fb_expats,fb_users,fb_penetration
384,Côte d’Ivoire,C B,Less Developed Regions,FALSE,female_age1,1274258,126473,99432,124607,45000,480000,0.3766898069307785
384,Côte d’Ivoire,C B,Less Developed Regions,FALSE,female_age2,1065934,140781,124325,151174,43000,410000,0.3846391990498474
384,Côte d’Ivoire,C B,Less Developed Regions,FALSE,female_age3,873971,126913,124718,139504,39000,380000,0.4347970355995794
384,Côte d’Ivoire,C B,Less Developed Regions,FALSE,female_age4,715058,101309,111317,118234,18000,190000,0.26571271141641656
384,Côte d’Ivoire,C B,Less Developed Regions,FALSE,female_age5,584495,74249,89223,104047,11000,120000,0.2053054346059419
384,Côte d’Ivoire,C B,Less Developed Regions,FALSE,female_age6,451418,47950,68079,86990,4600,57000,0.12626877971192996
384,Côte d’Ivoire,C B,Less Developed Regions,FALSE,female_age7,350580,33512,47836,64621,3000,36000,0.10268697586856067
384,Côte d’Ivoire,C B,Less Developed Regions,FALSE,female_age8,280804,22364,33888,46463,1800,22000,0.07834646230110683
384,Côte d’Ivoire,C B,Less Developed Regions,FALSE,female_age9,221465,15676,23970,34101,1400,21000,0.09482310974646106
388,Jamaica,B,Less Developed Regions,FALSE,male_age0,122344,915,821,1100,4000,64000,0.5231151507225528
388,Jamaica,B,Less Developed Regions,FALSE,male_age1,133044,678,953,1123,8800,140000,1.0522834550975617
388,Jamaica,B,Less Developed Regions,FALSE,male_age2,129067,730,1026,1255,12000,140000,1.0847079423865125
388,Jamaica,B,Less Developed Regions,FALSE,male_age3,117460,708,895,1021,7700,93000,0.7917588966456666
388,Jamaica,B,Less Developed Regions,FALSE,male_age4,102582,670,834,774,5100,64000,0.6238911309976409
388,Jamaica,B,Less Developed Regions,FALSE,male_age5,84021,710,883,665,4300,49000,0.5831875364492211
388,Jamaica,B,Less Developed Regions,FALSE,male_age6,85311,692,831,620,3300,39000,0.45715089496079053
388,Jamaica,B,Less Developed Regions,FALSE,male_age7,82115,631,709,558,2600,31000,0.3775193326432442
388,Jamaica,B,Less Developed Regions,FALSE,male_age8,73155,481,546,537,1900,22000,0.30073132390130547
388,Jamaica,B,Less Developed Regions,FALSE,male_age9,57662,376,433,405,1200,14000,0.2427942145607159
388,Jamaica,B,Less Developed Regions,FALSE,female_age0,117374,860,770,1048,2400,62000,0.528226012575187
388,Jamaica,B,Less Developed Regions,FALSE,female_age1,128126,622,877,1047,7000,150000,1.1707225699701855
388,Jamaica,B,Less Developed Regions,FALSE,female_age2,125259,588,828,1025,8500,160000,1.2773533239128525
388,Jamaica,B,Less Developed Regions,FALSE,female_age3,115034,656,832,979,5300,110000,0.9562390249839178
388,Jamaica,B,Less Developed Regions,FALSE,female_age4,108307,669,833,784,3800,78000,0.7201750579371601
388,Jamaica,B,Less Developed Regions,FALSE,female_age5,94551,641,797,608,2900,62000,0.6557307696375501
388,Jamaica,B,Less Developed Regions,FALSE,female_age6,93547,702,842,637,2300,50000,0.5344906838273809
388,Jamaica,B,Less Developed Regions,FALSE,female_age7,89150,697,783,624,1800,40000,0.448681996634885
388,Jamaica,B,Less Developed Regions,FALSE,female_age8,76113,505,575,572,1400,31000,0.40728916216677835
388,Jamaica,B,Less Developed Regions,FALSE,female_age9,66463,382,440,418,1000,19000,0.2858733430630576
392,Japan,C,More Developed Regions,TRUE,male_age0,2926787,49189,55869,41940,11000,1900000,0.649176041850671
392,Japan,C,More Developed Regions,TRUE,male_age1,3075580,142003,161290,83666,100000,3100000,1.0079399657950696
392,Japan,C,More Developed Regions,TRUE,male_age2,3151556,139399,158331,169369,150000,2700000,0.8567196648258828
392,Japan,C,More Developed Regions,TRUE,male_age3,3475526,102792,116753,165225,110000,2400000,0.6905429566632504
392,Japan,C,More Developed Regions,TRUE,male_age4,3918085,77291,87788,132419,70000,2300000,0.5870214658436456
392,Japan,C,More Developed Regions,TRUE,male_age5,4307199,68764,78104,109697,54000,2200000,0.5107727783183457
392,Japan,C,More Developed Regions,TRUE,male_age6,5088697,60418,68624,94621,46000,2100000,0.4126793165323068
392,Japan,C,More Developed Regions,TRUE,male_age7,4364792,51127,58071,86687,40000,1500000,0.3436589876447721
392,Japan,C,More Developed Regions,TRUE,male_age8,3964557,38110,43286,68122,30000,1100000,0.277458490318086
392,Japan,C,More Developed Regions,TRUE,male_age9,3733454,33490,38038,49205,19000,730000,0.19552939449635645
392,Japan,C,More Developed Regions,TRUE,female_age0,2775858,51289,58255,36732,13000,2600000,0.9366473357066536
392,Japan,C,More Developed Regions,TRUE,female_age1,2921297,126347,143507,70100,110000,4500000,1.540411673308123
392,Japan,C,More Developed Regions,TRUE,female_age2,2998892,133853,152033,144653,120000,3600000,1.2004433637490113
392,Japan,C,More Developed Regions,TRUE,female_age3,3314219,126347,143507,170269,94000,3300000,0.9957096981219407
392,Japan,C,More Developed Regions,TRUE,female_age4,3747586,115088,130719,154748,71000,3100000,0.8271991623407708
392,Japan,C,More Developed Regions,TRUE,female_age5,4161221.9999999995,112587,127877,140364,62000,2700000,0.6488478624788584
392,Japan,C,More Developed Regions,TRUE,female_age6,4915957,101327,115089,129593,50000,2200000,0.44752222202106323
392,Japan,C,More Developed Regions,TRUE,female_age7,4293819,76308,86672,109567,45000,1500000,0.3493393643281191
392,Japan,C,More Developed Regions,TRUE,female_age8,3918347,53790,61096,81332,29000,980000,0.250105465391401
392,Japan,C,More Developed Regions,TRUE,female_age9,3762668,40030,45467,52309,16000,540000,0.14351518656442716
398,Kazakhstan,B,Less Developed Regions,FALSE,male_age0,572044,66670,84994,86361,8900,510000,0.8915398116228822
398,Kazakhstan,B,Less Developed Regions,FALSE,male_age1,563709,84522,142466,158045,20000,850000,1.507870195437717
398,Kazakhstan,B,Less Developed Regions,FALSE,male_age2,740054,101225,192825,216457,25000,1000000,1.3512527464212072
398,Kazakhstan,B,Less Developed Regions,FALSE,male_age3,815061,116695,201585,216713,18000,730000,0.895638485953812
398,Kazakhstan,B,Less Developed Regions,FALSE,male_age4,666207,132503,188202,188146,15000,530000,0.7955485307119259
398,Kazakhstan,B,Less Developed Regions,FALSE,male_age5,581180,156770,162926,136597,12000,360000,0.61942943666334
398,Kazakhstan,B,Less Developed Regions,FALSE,male_age6,533919,180714,131761,112837,8400,230000,0.43077695305842273
398,Kazakhstan,B,Less Developed Regions,FALSE,male_age7,458683,182839,118845,117404,5800,150000,0.3270232382713116
398,Kazakhstan,B,Less Developed Regions,FALSE,male_age8,485272,172580,99609,110970,3800,110000,0.22667699764255922
398,Kazakhstan,B,Less Developed Regions,FALSE,male_age9,353476,165809,87340,102800,2300,68000,0.19237515418302797
398,Kazakhstan,B,Less Developed Regions,FALSE,female_age0,544572,60796,86987,88122,11000,640000,1.175234863342221
398,Kazakhstan,B,Less Developed Regions,FALSE,female_age1,536337,71997,152484,168643,17000,920000,1.7153394227882843
398,Kazakhstan,B,Less Developed Regions,FALSE,female_age2,733092,86939,188756,211270,18000,1100000,1.5004937988683549
398,Kazakhstan,B,Less Developed Regions,FALSE,female_age3,842509,107151,191646,205451,16000,980000,1.1631923219811302
398,Kazakhstan,B,Less Developed Regions,FALSE,female_age4,669718,128248,162688,162191,13000,790000,1.179600966376893
398,Kazakhstan,B,Less Developed Regions,FALSE,female_age5,602521,131171,135003,112881,11000,570000,0.946025117796724
398,Kazakhstan,B,Less Developed Regions,FALSE,female_age6,568801,135016,126273,107825,8000,410000,0.7208144852066013
398,Kazakhstan,B,Less Developed Regions,FALSE,female_age7,518996.99999999994,147358,114304,112592,6200,290000,0.558770089229803
398,Kazakhstan,B,Less Developed Regions,FALSE,female_age8,576489,170566,111623,123965,5300,220000,0.38162046457087645
398,Kazakhstan,B,Less Developed Regions,FALSE,female_age9,457862,168567,100401,117800,4000,140000,0.3057689871620707
400,Jordan,C R,Less Developed Regions,FALSE,male_age0,525125,123532,134458,139371,40000,410000,0.7807664841704356
400,Jordan,C R,Less Developed Regions,FALSE,male_age1,474134,129944,110463,114396,110000,700000,1.4763758768618154
400,Jordan,C R,Less Developed Regions,FALSE,male_age2,434685,109886,109996,113749,150000,730000,1.6793770201410216
400,Jordan,C R,Less Developed Regions,FALSE,male_age3,393062,101181,110501,114420,110000,470000,1.195740112246923
400,Jordan,C R,Less Developed Regions,FALSE,male_age4,363013,94738,100262,103823,67000,320000,0.8815111304553831
400,Jordan,C R,Less Developed Regions,FALSE,male_age5,311307,87526,90250,93456,47000,260000,0.8351884152942273
400,Jordan,C R,Less Developed Regions,FALSE,male_age6,276879,74202,79790,82642,31000,190000,0.6862203345143546
400,Jordan,C R,Less Developed Regions,FALSE,male_age7,224092,56329,63557,65870,22000,150000,0.6693679381682524
400,Jordan,C R,Less Developed Regions,FALSE,male_age8,161951,52324,49860,51666,13000,92000,0.5680730591351705
400,Jordan,C R,Less Developed Regions,FALSE,male_age9,106011,39715,41441,42912,8600,57000,0.5376800520700682
400,Jordan,C R,Less Developed Regions,FALSE,female_age0,515169,125986,137167,142178,37000,360000,0.6987998113240509
400,Jordan,C R,Less Developed Regions,FALSE,female_age1,466017,131415,111742,115722,91000,580000,1.244589789642867
400,Jordan,C R,Less Developed Regions,FALSE,female_age2,427700,110333,110472,114241,99000,540000,1.2625672200140285
400,Jordan,C R,Less Developed Regions,FALSE,female_age3,384420,98439,107533,111349,61000,330000,0.85843608553145
400,Jordan,C R,Less Developed Regions,FALSE,female_age4,350113,89360,94592,97952,35000,230000,0.6569307623538686
400,Jordan,C R,Less Developed Regions,FALSE,female_age5,295410,80397,82919,85867,27000,180000,0.6093226363359399
400,Jordan,C R,Less Developed Regions,FALSE,female_age6,257749.00000000003,66458,71480,74035,17000,130000,0.5043666512770175
400,Jordan,C R,Less Developed Regions,FALSE,female_age7,209131,53523,60405,62604,14000,100000,0.4781691858213273
400,Jordan,C R,Less Developed Regions,FALSE,female_age8,160417,50247,47895,49629,11000,67000,0.4176614697943485
400,Jordan,C R,Less Developed Regions,FALSE,female_age9,111228,38951,40655,42100,8200,42000,0.377602761894487
404,Kenya,B R,Less Developed Regions,FALSE,male_age0,3021861,54189,47160,39310,38000,680000,0.22502689567786208
404,Kenya,B R,Less Developed Regions,FALSE,male_age1,2619202,49942,46952,40236,100000,1700000,0.6490526503874081
404,Kenya,B R,Less Developed Regions,FALSE,male_age2,2167181,45125,47007,44862,78000,1200000,0.5537147104925708
404,Kenya,B R,Less Developed Regions,FALSE,male_age3,1992648,39727,43477,43806,61000,900000,0.4516603032748383
404,Kenya,B R,Less Developed Regions,FALSE,male_age4,1704425,35439,37821,42469,23000,410000,0.24055033222347713
404,Kenya,B R,Less Developed Regions,FALSE,male_age5,1362401,28697,32748,42941,17000,310000,0.22753946892287955
404,Kenya,B R,Less Developed Regions,FALSE,male_age6,1055166,23138,27616,41672,9400,180000,0.17058927220930167
404,Kenya,B R,Less Developed Regions,FALSE,male_age7,782098,18116,21700,31685,6800,130000,0.16621957862058206
404,Kenya,B R,Less Developed Regions,FALSE,male_age8,573691,15819,16558,24692,4500,83000,0.14467718684797218
404,Kenya,B R,Less Developed Regions,FALSE,male_age9,410863,11650,12983,15018,2900,48000,0.11682726358907958
404,Kenya,B R,Less Developed Regions,FALSE,female_age0,2988795,54334,47291,34034,26000,460000,0.15390818038707907
404,Kenya,B R,Less Developed Regions,FALSE,female_age1,2617391,50527,47509,42760,66000,1300000,0.49667779861701977
404,Kenya,B R,Less Developed Regions,FALSE,female_age2,2190500,46191,48125,47641,51000,880000,0.4017347637525679
404,Kenya,B R,Less Developed Regions,FALSE,female_age3,2030044,40861,44726,46586,38000,720000,0.3546721154812408
404,Kenya,B R,Less Developed Regions,FALSE,female_age4,1743029,36154,38590,44609,14000,290000,0.1663770367561297
404,Kenya,B R,Less Developed Regions,FALSE,female_age5,1397049,28697,32750,43964,9400,200000,0.1431589013699591
404,Kenya,B R,Less Developed Regions,FALSE,female_age6,1088429,22712,27113,41431,5100,100000,0.09187553804611968
404,Kenya,B R,Less Developed Regions,FALSE,female_age7,821975,17665,21164,31307,3700,75000,0.09124365096262052
404,Kenya,B R,Less Developed Regions,FALSE,female_age8,627839,15612,16344,24967,2700,49000,0.0780454861835598
404,Kenya,B R,Less Developed Regions,FALSE,female_age9,477352,11842,13196,17930,2000,32000,0.06703648460674722
410,South Korea,C,Less Developed Regions,TRUE,male_age0,1289269,12291,10366,10465,9100,1000000,0.775633323999879
410,South Korea,C,Less Developed Regions,TRUE,male_age1,1683129,112834,63734,64307,76000,2200000,1.3070893555990064
410,South Korea,C,Less Developed Regions,TRUE,male_age2,1870859,138083,114288,115423,140000,2100000,1.1224790323589324
410,South Korea,C,Less Developed Regions,TRUE,male_age3,1733487,114843,107871,108970,120000,1500000,0.8653079025109505
410,South Korea,C,Less Developed Regions,TRUE,male_age4,1974613,95655,86809,87687,84000,1300000,0.6583568527098728
410,South Korea,C,Less Developed Regions,TRUE,male_age5,2015813,72451,66496,67166,59000,990000,0.49111698356940847
410,South Korea,C,Less Developed Regions,TRUE,male_age6,2186422,63889,55457,56009,40000,800000,0.3658945985724622
410,South Korea,C,Less Developed Regions,TRUE,male_age7,2168485,51367,46764,47232,26000,570000,0.26285632596029024
410,South Korea,C,Less Developed Regions,TRUE,male_age8,2082574,32932,33446,33787,14000,380000,0.18246650539188525
410,South Korea,C,Less Developed Regions,TRUE,male_age9,1855904,17500,20935,21154,7600,250000,0.1347052433746573
410,South Korea,C,Less Developed Regions,TRUE,female_age0,1187207,18137,15410,15575,8100,1200000,1.0107757113965803
410,South Korea,C,Less Developed Regions,TRUE,female_age1,1533115,103832,58989,59565,66000,2300000,1.5002136173737781
410,South Korea,C,Less Developed Regions,TRUE,female_age2,1629191,96095,79943,80791,100000,2000000,1.2276031478199916
410,South Korea,C,Less Developed Regions,TRUE,female_age3,1548938,70320,66373,67091,95000,1600000,1.0329658127052213
410,South Korea,C,Less Developed Regions,TRUE,female_age4,1822801,59797,54535,55122,64000,1300000,0.7131881099472734
410,South Korea,C,Less Developed Regions,TRUE,female_age5,1909121,56188,51848,52407,41000,940000,0.49237319164159843
410,South Korea,C,Less Developed Regions,TRUE,female_age6,2107488,54436,47515,48023,26000,670000,0.31791402845472905
410,South Korea,C,Less Developed Regions,TRUE,female_age7,2147031,45485,41644,42093,17000,450000,0.20959175717537382
410,South Korea,C,Less Developed Regions,TRUE,female_age8,2078609,31221,31896,32245,10000,260000,0.12508364969073069
410,South Korea,C,Less Developed Regions,TRUE,female_age9,1918662,14955,17992,18193,5800,130000,0.06775555048257588
414,Kuwait,C R,Less Developed Regions,FALSE,male_age0,124293,57352,80654,89228,21000,74000,0.5953673980031056
414,Kuwait,C R,Less Developed Regions,FALSE,male_age1,113361,144160,141496,105120,150000,310000,2.7346265470488085
414,Kuwait,C R,Less Developed Regions,FALSE,male_age2,148359,245694,182417,146393,380000,680000,4.583476566976051
414,Kuwait,C R,Less Developed Regions,FALSE,male_age3,226455,312792,249877,220507,320000,560000,2.4728974851515755
414,Kuwait,C R,Less Developed Regions,FALSE,male_age4,326227,277830,281319,295564,230000,390000,1.1954865783641453
414,Kuwait,C R,Less Developed Regions,FALSE,male_age5,340377,213304,256860,248002,180000,280000,0.8226172743751781
414,Kuwait,C R,Less Developed Regions,FALSE,male_age6,289969,145744,216574,224790,100000,160000,0.5517831216440379
414,Kuwait,C R,Less Developed Regions,FALSE,male_age7,228008,98343,144441,151610,66000,99000,0.43419529139328444
414,Kuwait,C R,Less Developed Regions,FALSE,male_age8,144098,65926,96021,90041,33000,51000,0.35392580049688405
414,Kuwait,C R,Less Developed Regions,FALSE,male_age9,100286,29848,54445,60310,17000,28000,0.27920148375645654
414,Kuwait,C R,Less Developed Regions,FALSE,female_age0,100703,28327,24083,32319,16000,66000,0.6553925900916556
414,Kuwait,C R,Less Developed Regions,FALSE,female_age1,93733,76435,85666,78491,64000,200000,2.133720247938293
414,Kuwait,C R,Less Developed Regions,FALSE,female_age2,89429,157690,128824,91544,160000,380000,4.249180914468461
414,Kuwait,C R,Less Developed Regions,FALSE,female_age3,139942,141159,176465,139827,150000,340000,2.4295779680153204
414,Kuwait,C R,Less Developed Regions,FALSE,female_age4,185932,125382,154239,167499,110000,230000,1.2370113805047007
414,Kuwait,C R,Less Developed Regions,FALSE,female_age5,174385,100305,123043,140546,81000,150000,0.8601657252630673
414,Kuwait,C R,Less Developed Regions,FALSE,female_age6,160638,93540,90332,85789,42000,72000,0.4482127516527845
414,Kuwait,C R,Less Developed Regions,FALSE,female_age7,119193,50124,47020,54121,23000,39000,0.3272004228436234
414,Kuwait,C R,Less Developed Regions,FALSE,female_age8,70000,33600,30319,32141,11000,20000,0.2857142857142857
414,Kuwait,C R,Less Developed Regions,FALSE,female_age9,48977,15212,11668,21529,6200,11000,0.22459521816362782
417,Kyrgyzstan,B,Less Developed Regions,FALSE,male_age0,254784,4148,2781,2831,5400,260000,1.0204722431549862
417,Kyrgyzstan,B,Less Developed Regions,FALSE,male_age1,261997,4681,5235,5927,9000,320000,1.2213880311606622
417,Kyrgyzstan,B,Less Developed Regions,FALSE,male_age2,288994,5293,7362,9512,11000,310000,1.0726866301722526
417,Kyrgyzstan,B,Less Developed Regions,FALSE,male_age3,284861,5969,7419,9660,6800,200000,0.7020968121294245
417,Kyrgyzstan,B,Less Developed Regions,FALSE,male_age4,222020,6541,6793,7108,4500,130000,0.5855328348797406
417,Kyrgyzstan,B,Less Developed Regions,FALSE,male_age5,178983,7423,6564,5807,3300,82000,0.4581440695485046
417,Kyrgyzstan,B,Less Developed Regions,FALSE,male_age6,157279,7598,6506,5368,2000,53000,0.33698077937931953
417,Kyrgyzstan,B,Less Developed Regions,FALSE,male_age7,140916,7657,6387,5025,1400,37000,0.2625677708705896
417,Kyrgyzstan,B,Less Developed Regions,FALSE,male_age8,132520,7034,6351,5741,1000,27000,0.20374283127075157
417,Kyrgyzstan,B,Less Developed Regions,FALSE,male_age9,98499,6440,5606,5811,1000,16000,0.162438197342105
417,Kyrgyzstan,B,Less Developed Regions,FALSE,female_age0,245291,5036,2613,2675,4300,220000,0.8968938933756232
417,Kyrgyzstan,B,Less Developed Regions,FALSE,female_age1,252392,6074,5372,6119,5900,280000,1.1093854004881296
417,Kyrgyzstan,B,Less Developed Regions,FALSE,female_age2,279557,7147,8944,11632,6600,290000,1.0373555303569577
417,Kyrgyzstan,B,Less Developed Regions,FALSE,female_age3,287326,8263,10235,13444,4900,210000,0.7308771221539296
417,Kyrgyzstan,B,Less Developed Regions,FALSE,female_age4,220498,9201,9700,10223,3500,130000,0.589574508612323
417,Kyrgyzstan,B,Less Developed Regions,FALSE,female_age5,182476,10640,9596,8550,2500,89000,0.48773537341897016
417,Kyrgyzstan,B,Less Developed Regions,FALSE,female_age6,167697,11147,9356,7778,1800,64000,0.3816406972098487
417,Kyrgyzstan,B,Less Developed Regions,FALSE,female_age7,155057,11477,9491,7523,1400,50000,0.3224620623383659
417,Kyrgyzstan,B,Less Developed Regions,FALSE,female_age8,152942,11490,9823,8948,1000,39000,0.2549986269304704
417,Kyrgyzstan,B,Less Developed Regions,FALSE,female_age9,121570,10632,9129,9535,1000,26000,0.21386855309698116
418,Laos,C R,Less Developed Regions,FALSE,male_age0,359010,549,1112,1019,17000,320000,0.8913400740926437
418,Laos,C R,Less Developed Regions,FALSE,male_age1,348860,840,1732,2254,29000,450000,1.2899157255059337
418,Laos,C R,Less Developed Regions,FALSE,male_age2,336795,1223,2448,4010,37000,440000,1.3064326964473938
418,Laos,C R,Less Developed Regions,FALSE,male_age3,298072,1519,2938,4628,25000,250000,0.8387235298853968
418,Laos,C R,Less Developed Regions,FALSE,male_age4,247306,1634,3155,4115,14000,130000,0.5256645613127057
418,Laos,C R,Less Developed Regions,FALSE,male_age5,207919,1540,3071,3523,9100,89000,0.4280513084422299
418,Laos,C R,Less Developed Regions,FALSE,male_age6,178440,1296,2737,3355,6000,59000,0.330643353508182
418,Laos,C R,Less Developed Regions,FALSE,male_age7,143371,923,2022,2453,4300,49000,0.3417706509684664
418,Laos,C R,Less Developed Regions,FALSE,male_age8,118663,547,1250,1672,2700,32000,0.2696712538870583
418,Laos,C R,Less Developed Regions,FALSE,male_age9,91761,385,855,826,1600,22000,0.23975327208727018
418,Laos,C R,Less Developed Regions,FALSE,female_age0,349642,632,1281,864,14000,340000,0.9724232214665286
418,Laos,C R,Less Developed Regions,FALSE,female_age1,343139,795,1636,1623,24000,410000,1.1948510661860063
418,Laos,C R,Less Developed Regions,FALSE,female_age2,333831,1020,2036,2331,27000,350000,1.0484346870122907
418,Laos,C R,Less Developed Regions,FALSE,female_age3,292854,1188,2295,2373,14000,180000,0.614640742486017
418,Laos,C R,Less Developed Regions,FALSE,female_age4,248297,1207,2328,1745,6400,98000,0.3946886188717544
418,Laos,C R,Less Developed Regions,FALSE,female_age5,208638,1065,2118,1463,3900,63000,0.30195841601242346
418,Laos,C R,Less Developed Regions,FALSE,female_age6,177687,792,1672,1329,2500,45000,0.2532543179861217
418,Laos,C R,Less Developed Regions,FALSE,female_age7,145561,602,1318,1171,1700,34000,0.2335790493332692
418,Laos,C R,Less Developed Regions,FALSE,female_age8,118982,480,1098,791,1000,21000,0.17649728530365938
418,Laos,C R,Less Developed Regions,FALSE,female_age9,92509,349,772,464,1000,13000,0.14052686765611994
422,Lebanon,B R,Less Developed Regions,FALSE,male_age0,291371,69457,74329,63135,44000,220000,0.7550511203929011
422,Lebanon,B R,Less Developed Regions,FALSE,male_age1,294138,77224,72622,76432,120000,420000,1.4279011892377047
422,Lebanon,B R,Less Developed Regions,FALSE,male_age2,280101,69398,73929,83679,150000,470000,1.6779661622057758
422,Lebanon,B R,Less Developed Regions,FALSE,male_age3,239805,66656,68197,66496,99000,320000,1.3344175475907507
422,Lebanon,B R,Less Developed Regions,FALSE,male_age4,228624,64690,63751,61249,57000,210000,0.9185387360906991
422,Lebanon,B R,Less Developed Regions,FALSE,male_age5,224488,61259,59797,60417,37000,160000,0.7127329745910694
422,Lebanon,B R,Less Developed Regions,FALSE,male_age6,207157,53121,53386,66124,21000,120000,0.5792707946147125
422,Lebanon,B R,Less Developed Regions,FALSE,male_age7,213215,42673,42879,52995,14000,98000,0.4596299509884389
422,Lebanon,B R,Less Developed Regions,FALSE,male_age8,197629,34917,34043,36476,8100,72000,0.3643190017659352
422,Lebanon,B R,Less Developed Regions,FALSE,male_age9,134293,21735,24146,24123,4900,49000,0.36487382067568674
422,Lebanon,B R,Less Developed Regions,FALSE,female_age0,284730,76815,82105,64076,28000,190000,0.6672988445193693
422,Lebanon,B R,Less Developed Regions,FALSE,female_age1,299034,83959,78863,58742,67000,340000,1.136994455479979
422,Lebanon,B R,Less Developed Regions,FALSE,female_age2,303301,74701,79485,136998,91000,360000,1.1869397067599514
422,Lebanon,B R,Less Developed Regions,FALSE,female_age3,282214,71620,73191,131309,55000,240000,0.8504184767587717
422,Lebanon,B R,Less Developed Regions,FALSE,female_age4,259003,68858,67780,96306,27000,160000,0.6177534623151083
422,Lebanon,B R,Less Developed Regions,FALSE,female_age5,228530,62936,61363,66856,19000,130000,0.5688531046252133
422,Lebanon,B R,Less Developed Regions,FALSE,female_age6,202568,52723,52927,44291,11000,100000,0.49366138778089336
422,Lebanon,B R,Less Developed Regions,FALSE,female_age7,177158,43629,43789,32761,8400,89000,0.5023764097585206
422,Lebanon,B R,Less Developed Regions,FALSE,female_age8,136776,37682,36695,22549,5400,68000,0.4971632450137451
422,Lebanon,B R,Less Developed Regions,FALSE,female_age9,114998,24200,26851,14912,3700,46000,0.40000695664272423
426,Lesotho,C R,Less Developed Regions,FALSE,male_age0,108485,363,173,153,2600,34000,0.3134073835092409
426,Lesotho,C R,Less Developed Regions,FALSE,male_age1,102782,421,244,298,4400,48000,0.4670078418400109
426,Lesotho,C R,Less Developed Regions,FALSE,male_age2,96776,461,317,448,3100,32000,0.33066049433743905
426,Lesotho,C R,Less Developed Regions,FALSE,male_age3,90607,420,356,474,4200,46000,0.5076870440473694
426,Lesotho,C R,Less Developed Regions,FALSE,male_age4,80767,347,389,491,1300,14000,0.173338120767145
426,Lesotho,C R,Less Developed Regions,FALSE,male_age5,63047,251,384,406,1000,10000,0.15861182927022696
426,Lesotho,C R,Less Developed Regions,FALSE,male_age6,45385,151,338,340,1000,5000,0.11016855789357717
426,Lesotho,C R,Less Developed Regions,FALSE,male_age7,34316,74,268,260,1000,3900,0.11364960951159808
426,Lesotho,C R,Less Developed Regions,FALSE,male_age8,28707,57,221,176,1000,2100,0.07315288953913679
426,Lesotho,C R,Less Developed Regions,FALSE,male_age9,22494,45,200,130,1000,1400,0.0622388192406864
426,Lesotho,C R,Less Developed Regions,FALSE,female_age0,108465,312,164,139,3700,46000,0.4240999400728346
426,Lesotho,C R,Less Developed Regions,FALSE,female_age1,101141,359,219,272,5400,57000,0.5635696700645634
426,Lesotho,C R,Less Developed Regions,FALSE,female_age2,94493,378,283,386,3600,37000,0.3915633962304086
426,Lesotho,C R,Less Developed Regions,FALSE,female_age3,84139,340,321,379,5100,53000,0.6299100298315882
426,Lesotho,C R,Less Developed Regions,FALSE,female_age4,71768,278,320,365,1300,15000,0.2090067996878832
426,Lesotho,C R,Less Developed Regions,FALSE,female_age5,56426,197,300,307,1000,11000,0.1949455924573778
426,Lesotho,C R,Less Developed Regions,FALSE,female_age6,45393,136,271,267,1000,5900,0.12997598748705746
426,Lesotho,C R,Less Developed Regions,FALSE,female_age7,40383,96,235,229,1000,5100,0.12629076591635094
426,Lesotho,C R,Less Developed Regions,FALSE,female_age8,37365,79,174,179,1000,2800,0.0749364378429011
426,Lesotho,C R,Less Developed Regions,FALSE,female_age9,32676.000000000004,23,92,114,1000,2200,0.06732770228914187
428,Latvia,B,More Developed Regions,TRUE,male_age0,43840,504,482,1042,1000,42000,0.958029197080292
428,Latvia,B,More Developed Regions,TRUE,male_age1,36159,1074,912,2386,1800,81000,2.2401061976271466
428,Latvia,B,More Developed Regions,TRUE,male_age2,61295,2055,1934,3310,2200,78000,1.2725344644750796
428,Latvia,B,More Developed Regions,TRUE,male_age3,72749,3080,3022,3180,2000,76000,1.0446878994900273
428,Latvia,B,More Developed Regions,TRUE,male_age4,61417,3613,3571,2778,1600,62000,1.0094924857938357
428,Latvia,B,More Developed Regions,TRUE,male_age5,59619,4931,4633,3162,1400,48000,0.8051124641473356
428,Latvia,B,More Developed Regions,TRUE,male_age6,64626.99999999999,8140,6805,4623,1000,39000,0.6034629489222771
428,Latvia,B,More Developed Regions,TRUE,male_age7,56624,12457,10957,8069,1000,30000,0.5298106809833286
428,Latvia,B,More Developed Regions,TRUE,male_age8,66488,14532,14205,11648,1000,23000,0.34592708458669236
428,Latvia,B,More Developed Regions,TRUE,male_age9,56716,13598,13621,13063,1000,17000,0.2997390507087947
428,Latvia,B,More Developed Regions,TRUE,female_age0,42712,459,416,915,1000,56000,1.311106948866829
428,Latvia,B,More Developed Regions,TRUE,female_age1,33372,975,759,1945,1200,81000,2.4271844660194173
428,Latvia,B,More Developed Regions,TRUE,female_age2,57397,2121,1719,2995,1500,75000,1.3066885028834259
428,Latvia,B,More Developed Regions,TRUE,female_age3,69510,3070,2971,3044,1600,79000,1.1365271184002301
428,Latvia,B,More Developed Regions,TRUE,female_age4,59546,3894,3641,2882,1400,70000,1.175561750579384
428,Latvia,B,More Developed Regions,TRUE,female_age5,61129,6015,4958,3415,1100,59000,0.9651720132833843
428,Latvia,B,More Developed Regions,TRUE,female_age6,68512,10300,8625,6014,1000,54000,0.788183092013078
428,Latvia,B,More Developed Regions,TRUE,female_age7,62553,15972,13560,10034,1100,48000,0.7673492878039423
