country_code,country_name,data_used,un_development_lvl,oecd_member,age_sex_group,total_pop,migrant_pop_2015,migrant_pop_2017,migrant_pop_2019,fb_expats,fb_users,fb_penetration
104,Myanmar (Burma),C,Less Developed Regions,FALSE,female_age2,2233589,3616,2763,3276,120000,3900000,1.7460687709332379
104,Myanmar (Burma),C,Less Developed Regions,FALSE,female_age3,2115857,3058,2954,3127,37000,1300000,0.6144082515973432
104,Myanmar (Burma),C,Less Developed Regions,FALSE,female_age4,2019900,2487,2840,2908,14000,590000,0.2920936680033665
104,Myanmar (Burma),C,Less Developed Regions,FALSE,female_age5,1958227,2111,2465,2558,8400,400000,0.20426641038041043
104,Myanmar (Burma),C,Less Developed Regions,FALSE,female_age6,1831540,1858,2223,2332,4300,250000,0.13649715539928148
104,Myanmar (Burma),C,Less Developed Regions,FALSE,female_age7,1643946,1637,1965,1993,3400,210000,0.12774142216350173
104,Myanmar (Burma),C,Less Developed Regions,FALSE,female_age8,1389376,1365,1764,1760,2100,140000,0.10076465981850845
104,Myanmar (Burma),C,Less Developed Regions,FALSE,female_age9,1158960,1252,1732,1640,1500,99000,0.08542141230068337
108,Burundi,B R,Less Developed Regions,FALSE,male_age0,608958,8740,7240,7625,3500,49000,0.0804653194473182
108,Burundi,B R,Less Developed Regions,FALSE,male_age1,519131.99999999994,11682,12314,12537,10000,120000,0.23115508194447656
108,Burundi,B R,Less Developed Regions,FALSE,male_age2,488832,16728,16988,18186,7000,89000,0.18206664048180152
108,Burundi,B R,Less Developed Regions,FALSE,male_age3,432923,17795,16759,18211,5600,74000,0.17093108936231155
108,Burundi,B R,Less Developed Regions,FALSE,male_age4,328904,13279,14600,15657,2500,33000,0.10033322793277066
108,Burundi,B R,Less Developed Regions,FALSE,male_age5,219323,9571,12476,13242,1700,22000,0.10030867715652257
108,Burundi,B R,Less Developed Regions,FALSE,male_age6,142566,6845,10463,11184,1000,11000,0.0771572464683024
108,Burundi,B R,Less Developed Regions,FALSE,male_age7,119690,5513,8138,8793,1000,6000,0.050129501211462944
108,Burundi,B R,Less Developed Regions,FALSE,male_age8,108502,3839,5964,6476,1000,4600,0.04239553187959669
108,Burundi,B R,Less Developed Regions,FALSE,male_age9,95127,3211,4268,4699,1000,2500,0.026280656385673888
108,Burundi,B R,Less Developed Regions,FALSE,female_age0,607974,10330,8705,9163,2600,38000,0.06250267281166628
108,Burundi,B R,Less Developed Regions,FALSE,female_age1,523638.00000000006,10962,11733,11940,5400,66000,0.1260412727876892
108,Burundi,B R,Less Developed Regions,FALSE,female_age2,497979,12922,13308,14238,3300,40000,0.08032467232553983
108,Burundi,B R,Less Developed Regions,FALSE,female_age3,442246,13840,13220,14374,2700,32000,0.07235791844358118
108,Burundi,B R,Less Developed Regions,FALSE,female_age4,335474,11227,12527,13426,1000,12000,0.03577028324102613
108,Burundi,B R,Less Developed Regions,FALSE,female_age5,227382,8842,11704,12416,1000,7300,0.032104564125568426
108,Burundi,B R,Less Developed Regions,FALSE,female_age6,158361,6814,10583,11306,1000,3500,0.022101401228837907
108,Burundi,B R,Less Developed Regions,FALSE,female_age7,140098,5706,8562,9246,1000,2100,0.0149895073448586
108,Burundi,B R,Less Developed Regions,FALSE,female_age8,123684,4186,6615,7176,1000,1900,0.01536172827528217
108,Burundi,B R,Less Developed Regions,FALSE,female_age9,106164,3484,4711,5181,1000,1200,0.011303266644060133
112,Belarus,B,More Developed Regions,FALSE,male_age0,227984,20324,8164,8421,6000,130000,0.5702154537160502
112,Belarus,B,More Developed Regions,FALSE,male_age1,218608,35873,19646,21977,17000,330000,1.5095513430432554
112,Belarus,B,More Developed Regions,FALSE,male_age2,333729,36866,35777,42217,17000,300000,0.8989329665686829
112,Belarus,B,More Developed Regions,FALSE,male_age3,416816,35994,40703,47745,12000,240000,0.5757936355610149
112,Belarus,B,More Developed Regions,FALSE,male_age4,360742,37591,36337,36360,9200,180000,0.49897156416497107
112,Belarus,B,More Developed Regions,FALSE,male_age5,320970,45999,37456,34114,7000,110000,0.342711156805932
112,Belarus,B,More Developed Regions,FALSE,male_age6,301557,58310,43019,38662,5000,69000,0.22881246331539312
112,Belarus,B,More Developed Regions,FALSE,male_age7,275420,53929,51516,46708,3900,42000,0.15249437223150097
112,Belarus,B,More Developed Regions,FALSE,male_age8,343489,44873,53597,52207,2900,30000,0.08733904142490735
112,Belarus,B,More Developed Regions,FALSE,male_age9,284767,34463,46723,44895,2000,19000,0.06672121418563247
112,Belarus,B,More Developed Regions,FALSE,female_age0,215643,18410,7282,7585,8000,200000,0.9274588092356348
112,Belarus,B,More Developed Regions,FALSE,female_age1,206864,33306,17929,20253,18000,400000,1.9336375589759456
112,Belarus,B,More Developed Regions,FALSE,female_age2,318601,35810,34391,40992,15000,380000,1.1927143982598924
112,Belarus,B,More Developed Regions,FALSE,female_age3,397199,36774,42035,49843,13000,370000,0.9315229897356238
112,Belarus,B,More Developed Regions,FALSE,female_age4,355591,42077,41946,42442,11000,300000,0.8436658970558872
112,Belarus,B,More Developed Regions,FALSE,female_age5,331661,50167,41494,38205,8700,190000,0.5728741094068944
112,Belarus,B,More Developed Regions,FALSE,female_age6,331213,63850,47278,42953,7000,120000,0.3623046196858215
112,Belarus,B,More Developed Regions,FALSE,female_age7,316840,62120,59225,54298,5700,81000,0.255649539199596
112,Belarus,B,More Developed Regions,FALSE,female_age8,410042,54889,64963,64007,4900,59000,0.14388769930885129
112,Belarus,B,More Developed Regions,FALSE,female_age9,380267,44840,60054,58388,3700,39000,0.10255951739172739
116,Cambodia,B,Less Developed Regions,FALSE,male_age0,732950,5403,1674,1785,20000,790000,1.0778361416194828
116,Cambodia,B,Less Developed Regions,FALSE,male_age1,773818,3352,4032,3543,47000,1500000,1.9384403050846581
116,Cambodia,B,Less Developed Regions,FALSE,male_age2,809446,2880,6024,5940,65000,1900000,2.347284438986665
116,Cambodia,B,Less Developed Regions,FALSE,male_age3,602128,2398,5959,6338,39000,1000000,1.6607764462041295
116,Cambodia,B,Less Developed Regions,FALSE,male_age4,796606,2406,4861,5260,18000,430000,0.5397900593266935
116,Cambodia,B,Less Developed Regions,FALSE,male_age5,293031,2235,4020,4219,11000,230000,0.7848998911377977
116,Cambodia,B,Less Developed Regions,FALSE,male_age6,380180,1487,3367,3525,6400,120000,0.3156399600189384
116,Cambodia,B,Less Developed Regions,FALSE,male_age7,341437,868,2710,2794,5300,94000,0.27530701124951307
116,Cambodia,B,Less Developed Regions,FALSE,male_age8,298319,659,2195,2241,3600,53000,0.17766216700914123
116,Cambodia,B,Less Developed Regions,FALSE,male_age9,176808,490,1573,1660,2400,39000,0.22057825437762998
116,Cambodia,B,Less Developed Regions,FALSE,female_age0,727375,4751,1563,1673,20000,800000,1.099845334249871
116,Cambodia,B,Less Developed Regions,FALSE,female_age1,754488,2940,3897,3434,38000,1200000,1.5904825524064001
116,Cambodia,B,Less Developed Regions,FALSE,female_age2,779853,2437,5555,5495,45000,1500000,1.9234394174286693
116,Cambodia,B,Less Developed Regions,FALSE,female_age3,639170,1900,4929,5259,22000,710000,1.1108155889669415
116,Cambodia,B,Less Developed Regions,FALSE,female_age4,851364,1800,3727,4042,8600,260000,0.30539228813997304
116,Cambodia,B,Less Developed Regions,FALSE,female_age5,333868,1641,3002,3158,4900,130000,0.38937544179136663
116,Cambodia,B,Less Developed Regions,FALSE,female_age6,422008,1109,2652,2784,2700,67000,0.15876476275331272
116,Cambodia,B,Less Developed Regions,FALSE,female_age7,391385,665,2229,2305,2100,55000,0.14052659146364832
116,Cambodia,B,Less Developed Regions,FALSE,female_age8,356343,525,1801,1843,1300,33000,0.09260740354097036
116,Cambodia,B,Less Developed Regions,FALSE,female_age9,276711,409,1370,1451,1000,26000,0.09396084723773178
120,Cameroon,B,Less Developed Regions,FALSE,male_age0,1436047,18599,20140,23770,18000,270000,0.1880161303912755
120,Cameroon,B,Less Developed Regions,FALSE,male_age1,1213879,10084,20433,18994,48000,590000,0.4860451494753596
120,Cameroon,B,Less Developed Regions,FALSE,male_age2,1067009,10881,22623,19402,38000,450000,0.4217396479317419
120,Cameroon,B,Less Developed Regions,FALSE,male_age3,930610,10973,22970,19130,33000,430000,0.46206251813326743
120,Cameroon,B,Less Developed Regions,FALSE,male_age4,770292,10321,21203,18293,16000,210000,0.2726238880839993
120,Cameroon,B,Less Developed Regions,FALSE,male_age5,602489,9262,18744,17243,11000,150000,0.24896720106093223
120,Cameroon,B,Less Developed Regions,FALSE,male_age6,468356,7864,16408,15789,6300,89000,0.1900263901818275
120,Cameroon,B,Less Developed Regions,FALSE,male_age7,360872,6054,13537,13080,4200,56000,0.15517967589616263
120,Cameroon,B,Less Developed Regions,FALSE,male_age8,272697,4274,10586,10319,2300,35000,0.12834757991470386
120,Cameroon,B,Less Developed Regions,FALSE,male_age9,200605,4398,9774,9242,1700,27000,0.1345928566087585
120,Cameroon,B,Less Developed Regions,FALSE,female_age0,1420203,18351,20296,23972,8800,210000,0.1478661853270272
120,Cameroon,B,Less Developed Regions,FALSE,female_age1,1206119,11796,22918,21320,21000,430000,0.356515401879914
120,Cameroon,B,Less Developed Regions,FALSE,female_age2,1064780,12727,25132,21570,17000,350000,0.3287063994440166
120,Cameroon,B,Less Developed Regions,FALSE,female_age3,930208,12835,25370,21161,15000,330000,0.3547593656472531
120,Cameroon,B,Less Developed Regions,FALSE,female_age4,768732,12073,23367,20175,6200,150000,0.19512652003559108
120,Cameroon,B,Less Developed Regions,FALSE,female_age5,600746,10832,20611,18977,3700,94000,0.1564721196645504
120,Cameroon,B,Less Developed Regions,FALSE,female_age6,470252,9198,18022,17354,1900,52000,0.11057900870171737
120,Cameroon,B,Less Developed Regions,FALSE,female_age7,368259,7081,14771,14282,1200,34000,0.09232632467909814
120,Cameroon,B,Less Developed Regions,FALSE,female_age8,286649,4998,11496,11215,1000,20000,0.0697717417468751
120,Cameroon,B,Less Developed Regions,FALSE,female_age9,219795,3162,6634,6278,1000,16000,0.07279510452922042
124,Canada,B,More Developed Regions,TRUE,male_age0,1017281,156461,159892,135258,28000,460000,0.45218577757768014
124,Canada,B,More Developed Regions,TRUE,male_age1,1208233,212750,184445,172408,200000,1500000,1.2414823961934494
124,Canada,B,More Developed Regions,TRUE,male_age2,1389541,245795,266990,214723,290000,1800000,1.2953917876478636
124,Canada,B,More Developed Regions,TRUE,male_age3,1315956,258073,344484,248519,280000,1500000,1.1398557398575637
124,Canada,B,More Developed Regions,TRUE,male_age4,1321892,305866,356169,295884,240000,1200000,0.9077897437914746
124,Canada,B,More Developed Regions,TRUE,male_age5,1224232,355211,336511,318636,220000,1100000,0.8985225022708114
124,Canada,B,More Developed Regions,TRUE,male_age6,1189671,370959,324326,349648,170000,890000,0.7481059889666976
124,Canada,B,More Developed Regions,TRUE,male_age7,1215983,324449,309054,361059,150000,800000,0.6579039345122424
124,Canada,B,More Developed Regions,TRUE,male_age8,1380774,292121,272214,309101,120000,720000,0.5214466668694515
124,Canada,B,More Developed Regions,TRUE,male_age9,1275239,285702,237906,280866,92000,610000,0.47834170692709366
124,Canada,B,More Developed Regions,TRUE,female_age0,971038,144808,147084,125508,27000,600000,0.617895489156964
124,Canada,B,More Developed Regions,TRUE,female_age1,1155236,204694,176362,166316,170000,1600000,1.3849983899393716
124,Canada,B,More Developed Regions,TRUE,female_age2,1343606,273469,295069,234873,260000,1700000,1.2652518669907695
124,Canada,B,More Developed Regions,TRUE,female_age3,1310409,316611,419655,299501,290000,1500000,1.1446807828700811
124,Canada,B,More Developed Regions,TRUE,female_age4,1330404,357536,413488,357785,260000,1400000,1.052311929308691
124,Canada,B,More Developed Regions,TRUE,female_age5,1239077,392937,369776,364258,220000,1200000,0.968462815466674
124,Canada,B,More Developed Regions,TRUE,female_age6,1193687,397871,345578,381047,180000,1000000,0.8377405467262357
124,Canada,B,More Developed Regions,TRUE,female_age7,1207497,344174,325709,389140,150000,980000,0.8115962192866731
124,Canada,B,More Developed Regions,TRUE,female_age8,1378179,311868,288719,336339,130000,980000,0.7110832482573018
124,Canada,B,More Developed Regions,TRUE,female_age9,1287326,304464,251875,305057,110000,880000,0.6835875294991323
132,Cape Verde,B,Less Developed Regions,FALSE,male_age0,24506,566,375,314,1800,18000,0.734513996572268
132,Cape Verde,B,Less Developed Regions,FALSE,male_age1,23375,685,649,646,2900,26000,1.1122994652406417
132,Cape Verde,B,Less Developed Regions,FALSE,male_age2,26677,809,893,940,3500,25000,0.9371368594669566
132,Cape Verde,B,Less Developed Regions,FALSE,male_age3,27733,984,947,895,3500,22000,0.793278765369776
132,Cape Verde,B,Less Developed Regions,FALSE,male_age4,24183,955,883,820,2700,15000,0.6202704379109292
132,Cape Verde,B,Less Developed Regions,FALSE,male_age5,18883,955,819,867,1900,11000,0.5825345548906424
132,Cape Verde,B,Less Developed Regions,FALSE,male_age6,15621,724,757,936,1300,7400,0.47372127264579733
132,Cape Verde,B,Less Developed Regions,FALSE,male_age7,12452,543,676,916,1000,5800,0.46578862833279794
132,Cape Verde,B,Less Developed Regions,FALSE,male_age8,10432,294,507,616,1000,4400,0.4217791411042945
132,Cape Verde,B,Less Developed Regions,FALSE,male_age9,6679,122,313,351,1000,3000,0.4491690372810301
132,Cape Verde,B,Less Developed Regions,FALSE,female_age0,24378,546,352,304,1700,19000,0.7793912544097137
132,Cape Verde,B,Less Developed Regions,FALSE,female_age1,22584,621,571,586,2500,24000,1.0626992561105206
132,Cape Verde,B,Less Developed Regions,FALSE,female_age2,25209,714,743,805,2800,24000,0.9520409377603237
132,Cape Verde,B,Less Developed Regions,FALSE,female_age3,24800,901,823,818,2600,21000,0.8467741935483871
132,Cape Verde,B,Less Developed Regions,FALSE,female_age4,21570,949,871,833,1700,15000,0.6954102920723226
132,Cape Verde,B,Less Developed Regions,FALSE,female_age5,16901,982,845,925,1100,10000,0.5916809656233359
132,Cape Verde,B,Less Developed Regions,FALSE,female_age6,13501,713,772,916,1000,6800,0.5036663950818457
132,Cape Verde,B,Less Developed Regions,FALSE,female_age7,12805,508,576,805,1000,5400,0.4217102694260055
132,Cape Verde,B,Less Developed Regions,FALSE,female_age8,12223,291,447,560,1000,4000,0.32725190215168126
132,Cape Verde,B,Less Developed Regions,FALSE,female_age9,8735,146,348,402,1000,2500,0.28620492272467085
140,Central African Republic,C,Less Developed Regions,FALSE,male_age0,299019,3453,2851,2800,1000,7700,0.02575087201816607
140,Central African Republic,C,Less Developed Regions,FALSE,male_age1,241758,3677,3765,3908,2600,19000,0.07859098768189678
140,Central African Republic,C,Less Developed Regions,FALSE,male_age2,178714,3944,4537,4787,2800,15000,0.08393298790245868
140,Central African Republic,C,Less Developed Regions,FALSE,male_age3,138721,4018,4664,4863,3300,15000,0.1081307084003143
140,Central African Republic,C,Less Developed Regions,FALSE,male_age4,111897,3809,4371,4492,2000,9800,0.08758054282062969
140,Central African Republic,C,Less Developed Regions,FALSE,male_age5,90228,3311,3959,4017,1600,7400,0.08201445227645521
140,Central African Republic,C,Less Developed Regions,FALSE,male_age6,76549,2750,3536,3593,1000,4700,0.06139858130086611
140,Central African Republic,C,Less Developed Regions,FALSE,male_age7,62000,2210,2956,3012,1000,3100,0.05
140,Central African Republic,C,Less Developed Regions,FALSE,male_age8,48130,1765,2302,2358,1000,1800,0.03739871182214835
140,Central African Republic,C,Less Developed Regions,FALSE,male_age9,36015,1399,1655,1698,1000,1300,0.03609607108149382
140,Central African Republic,C,Less Developed Regions,FALSE,female_age0,298235,3229,2686,2642,1000,5100,0.017100608580481836
140,Central African Republic,C,Less Developed Regions,FALSE,female_age1,241013,3452,3564,3704,1000,10000,0.041491537800865515
140,Central African Republic,C,Less Developed Regions,FALSE,female_age2,178505,3526,4086,4315,1000,8100,0.04537688019943419
140,Central African Republic,C,Less Developed Regions,FALSE,female_age3,138406,3426,4005,4196,1000,7400,0.053465890207071945
140,Central African Republic,C,Less Developed Regions,FALSE,female_age4,112311,3169,3663,3768,1000,4000,0.035615389409763956
140,Central African Republic,C,Less Developed Regions,FALSE,female_age5,92720,2739,3298,3348,1000,2500,0.026962899050905955
140,Central African Republic,C,Less Developed Regions,FALSE,female_age6,80032,2235,2894,2940,1000,1600,0.019992003198720514
140,Central African Republic,C,Less Developed Regions,FALSE,female_age7,67029,1691,2272,2314,1000,1100,0.01641080726252816
140,Central African Republic,C,Less Developed Regions,FALSE,female_age8,55437,1316,1728,1769,1000,1000,0.01803849414650865
140,Central African Republic,C,Less Developed Regions,FALSE,female_age9,44939,1112,1319,1353,1000,1000,0.022252386568459466
144,Sri Lanka,B R,Less Developed Regions,FALSE,male_age0,830615,2079,2189,2189,6400,620000,0.7464348705477267
144,Sri Lanka,B R,Less Developed Regions,FALSE,male_age1,742888,1649,1971,1971,19000,940000,1.2653320554376972
144,Sri Lanka,B R,Less Developed Regions,FALSE,male_age2,674562,1356,1713,1713,25000,900000,1.3341990802921007
144,Sri Lanka,B R,Less Developed Regions,FALSE,male_age3,623281,1235,1470,1470,20000,720000,1.1551771993691449
144,Sri Lanka,B R,Less Developed Regions,FALSE,male_age4,681648,1181,1339,1339,14000,550000,0.806868060934676
144,Sri Lanka,B R,Less Developed Regions,FALSE,male_age5,730689,1163,1263,1263,9500,410000,0.5611142360155963
144,Sri Lanka,B R,Less Developed Regions,FALSE,male_age6,659699,1049,1122,1122,5400,250000,0.37896070783796854
144,Sri Lanka,B R,Less Developed Regions,FALSE,male_age7,639901,824,857,857,3600,160000,0.2500386778579812
144,Sri Lanka,B R,Less Developed Regions,FALSE,male_age8,589177,640,622,622,2100,100000,0.16972828199335682
144,Sri Lanka,B R,Less Developed Regions,FALSE,male_age9,513111,601,504,504,1400,62000,0.12083155496568969
144,Sri Lanka,B R,Less Developed Regions,FALSE,female_age0,833944,1959,2094,2094,3000,240000,0.2877891081415539
144,Sri Lanka,B R,Less Developed Regions,FALSE,female_age1,752763,1449,1760,1760,9900,570000,0.7572104367510093
144,Sri Lanka,B R,Less Developed Regions,FALSE,female_age2,731644,1075,1377,1377,11000,540000,0.7380638671266354
144,Sri Lanka,B R,Less Developed Regions,FALSE,female_age3,729105,974,1175,1175,7600,400000,0.5486178259647102
144,Sri Lanka,B R,Less Developed Regions,FALSE,female_age4,785987,904,1041,1041,4700,300000,0.38168570218082487
144,Sri Lanka,B R,Less Developed Regions,FALSE,female_age5,793746,830,914,914,3400,210000,0.26456826239124354
144,Sri Lanka,B R,Less Developed Regions,FALSE,female_age6,696971,767,831,831,2000,130000,0.18652139041653096
144,Sri Lanka,B R,Less Developed Regions,FALSE,female_age7,677375,700,739,739,1400,85000,0.12548440671710648
144,Sri Lanka,B R,Less Developed Regions,FALSE,female_age8,648365,621,611,611,1000,61000,0.09408280829471054
144,Sri Lanka,B R,Less Developed Regions,FALSE,female_age9,600761,626,533,533,1000,40000,0.0665822182198911
148,Chad,B R,Less Developed Regions,FALSE,male_age0,928896,23478,18019,12954,3600,45000,0.04844460520876395
148,Chad,B R,Less Developed Regions,FALSE,male_age1,769725,10503,17693,23779,9700,96000,0.1247198674851408
148,Chad,B R,Less Developed Regions,FALSE,male_age2,623114,11331,18968,26438,7900,64000,0.1027099375074224
148,Chad,B R,Less Developed Regions,FALSE,male_age3,495761,11428,18943,26980,7500,63000,0.1270773618739675
148,Chad,B R,Less Developed Regions,FALSE,male_age4,390868,10749,17353,26031,3300,28000,0.07163543702733403
148,Chad,B R,Less Developed Regions,FALSE,male_age5,305919,9645,16313,22477,2100,18000,0.058839104468829985
148,Chad,B R,Less Developed Regions,FALSE,male_age6,235439,8189,14974,14029,1200,9200,0.03907593899056656
148,Chad,B R,Less Developed Regions,FALSE,male_age7,177726,6305,11223,11620,1000,6000,0.033759832551230544
148,Chad,B R,Less Developed Regions,FALSE,male_age8,140405,4451,7251,7753,1000,3700,0.02635233787970514
148,Chad,B R,Less Developed Regions,FALSE,male_age9,110762,4413,5256,8077,1000,2300,0.020765244397898196
148,Chad,B R,Less Developed Regions,FALSE,female_age0,925954,23098,23739,22170,1300,13000,0.014039574320106614
148,Chad,B R,Less Developed Regions,FALSE,female_age1,765776,16608,25034,25189,2900,26000,0.03395248741146236
148,Chad,B R,Less Developed Regions,FALSE,female_age2,622402,17920,24986,34364,2300,18000,0.028920215552006582
148,Chad,B R,Less Developed Regions,FALSE,female_age3,494224,18071,22790,33222,2000,16000,0.03237398426624365
148,Chad,B R,Less Developed Regions,FALSE,female_age4,388793,16999,20127,23886,1000,5800,0.014917964057994872
148,Chad,B R,Less Developed Regions,FALSE,female_age5,304121,15252,16948,17639,1000,3300,0.010850944196553346
148,Chad,B R,Less Developed Regions,FALSE,female_age6,237352,12951,13571,19641,1000,1400,0.005898412484411339
148,Chad,B R,Less Developed Regions,FALSE,female_age7,184641,9970,10503,15056,1000,1000,0.005415915208431497
148,Chad,B R,Less Developed Regions,FALSE,female_age8,151875,7037,8454,12117,1000,1000,0.006584362139917695
148,Chad,B R,Less Developed Regions,FALSE,female_age9,125262,5937,6596,4283,1000,1000,0.007983267072216634
152,Chile,B,Less Developed Regions,TRUE,male_age0,632461,13925,14974,18615,25000,360000,0.5692050577031628
152,Chile,B,Less Developed Regions,TRUE,male_age1,712076,16788,19487,25534,110000,1100000,1.5447789280919453
152,Chile,B,Less Developed Regions,TRUE,male_age2,808869,23563,25017,49567,180000,1400000,1.7308117878173104
152,Chile,B,Less Developed Regions,TRUE,male_age3,785253,26256,26391,68297,150000,1100000,1.4008224101022217
152,Chile,B,Less Developed Regions,TRUE,male_age4,707035,24632,24676,63987,98000,780000,1.103198568670575
152,Chile,B,Less Developed Regions,TRUE,male_age5,663019,20671,20344,50986,70000,630000,0.950199013904579
152,Chile,B,Less Developed Regions,TRUE,male_age6,621476,14741,14504,37010,44000,540000,0.8688992012563639
152,Chile,B,Less Developed Regions,TRUE,male_age7,595301,9857,10127,26939,31000,440000,0.7391218895987072
152,Chile,B,Less Developed Regions,TRUE,male_age8,550477,7310,7761,20110,20000,370000,0.672144340272164
152,Chile,B,Less Developed Regions,TRUE,male_age9,467461,5904,6408,13244,12000,260000,0.5561961318698244
152,Chile,B,Less Developed Regions,TRUE,female_age0,611781,14632,15728,19402,28000,430000,0.7028658948218398
152,Chile,B,Less Developed Regions,TRUE,female_age1,690833,19305,22401,30827,94000,1200000,1.7370334074950096
152,Chile,B,Less Developed Regions,TRUE,female_age2,783760,28885,30654,62601,140000,1300000,1.6586710217413494
152,Chile,B,Less Developed Regions,TRUE,female_age3,760568,31820,31970,80623,120000,1000000,1.3148068285807448
152,Chile,B,Less Developed Regions,TRUE,female_age4,692548,29120,29158,70831,80000,810000,1.1695940209198497
152,Chile,B,Less Developed Regions,TRUE,female_age5,661077,24405,24008,57714,61000,680000,1.0286245021381775
152,Chile,B,Less Developed Regions,TRUE,female_age6,632832,17111,16829,41983,44000,620000,0.9797228964401294
152,Chile,B,Less Developed Regions,TRUE,female_age7,619294,10680,10969,28164,33000,530000,0.8558132324873162
152,Chile,B,Less Developed Regions,TRUE,female_age8,587199,7408,7861,19325,23000,470000,0.8004100824422385
152,Chile,B,Less Developed Regions,TRUE,female_age9,514837.99999999994,6260,6793,13307,15000,340000,0.660401912834717
156,China,C,Less Developed Regions,FALSE,male_age0,44103122,39196,31717,41013,12000,130000,0.002947637130994944
156,China,C,Less Developed Regions,FALSE,male_age1,46273865,44590,39929,48033,61000,450000,0.009724711778452048
156,China,C,Less Developed Regions,FALSE,male_age2,51522843,51139,48545,52954,86000,550000,0.010674876772619088
156,China,C,Less Developed Regions,FALSE,male_age3,66443228,54863,52878,55739,74000,400000,0.0060201771051821866
156,China,C,Less Developed Regions,FALSE,male_age4,51345507,54527,53809,57526,44000,210000,0.004089939164492036
156,China,C,Less Developed Regions,FALSE,male_age5,49289359,51277,52364,55930,24000,100000,0.0020288354733929486
156,China,C,Less Developed Regions,FALSE,male_age6,61173349,45017,48977,51053,13000,46000,7.519614464789234e-4
156,China,C,Less Developed Regions,FALSE,male_age7,62348020,38267,42614,42941,8300,25000,4.009750429925441e-4
156,China,C,Less Developed Regions,FALSE,male_age8,49958045,31938,35161,35268,4400,12000,2.402015531232257e-4
156,China,C,Less Developed Regions,FALSE,male_age9,38917285,28239,29259,28322,2100,5100,1.3104716837261386e-4
156,China,C,Less Developed Regions,FALSE,female_age0,38238737,24870,20198,26168,10000,130000,0.0033996938758725217
156,China,C,Less Developed Regions,FALSE,female_age1,40884302,29633,26634,34084,63000,430000,0.010517484192343555
156,China,C,Less Developed Regions,FALSE,female_age2,46466160,34814,33172,40313,88000,460000,0.009899677528765019
156,China,C,Less Developed Regions,FALSE,female_age3,62295742,36988,35783,40692,62000,280000,0.004494689219690168
156,China,C,Less Developed Regions,FALSE,female_age4,48745948,35846,35505,37980,28000,130000,0.0026668883329543616
156,China,C,Less Developed Regions,FALSE,female_age5,46984787,32394,33201,33301,12000,52000,0.0011067412096600544
156,China,C,Less Developed Regions,FALSE,female_age6,58664268,27394,29912,28181,5900,22000,3.750153330132748e-4
156,China,C,Less Developed Regions,FALSE,female_age7,61097362,22902,25594,22928,3200,10000,1.6367318772290038e-4
156,China,C,Less Developed Regions,FALSE,female_age8,48782446,19360,21391,19289,1500,4200,8.609654382644118e-5
156,China,C,Less Developed Regions,FALSE,female_age9,38596854,16411,17063,16759,1000,1900,4.9226810040009996e-5
170,Colombia,B,Less Developed Regions,TRUE,male_age0,2166822,6567,5434,35020,110000,1800000,0.8307096752755879
170,Colombia,B,Less Developed Regions,TRUE,male_age1,2246568,6434,6288,56469,260000,3700000,1.6469566022484075
170,Colombia,B,Less Developed Regions,TRUE,male_age2,2235008,5934,6860,70258,270000,3200000,1.4317622129316763
170,Colombia,B,Less Developed Regions,TRUE,male_age3,2032111,5271,6813,66317,210000,2600000,1.2794576674207265
170,Colombia,B,Less Developed Regions,TRUE,male_age4,1850248,4730,6151,56999,120000,1700000,0.9187957506237002
170,Colombia,B,Less Developed Regions,TRUE,male_age5,1647786,4129,5322,46546,87000,1400000,0.8496248906107954
170,Colombia,B,Less Developed Regions,TRUE,male_age6,1422231,3655,4485,37750,54000,990000,0.6960894538229022
170,Colombia,B,Less Developed Regions,TRUE,male_age7,1371075,3292,3683,26720,37000,820000,0.5980708568094378
170,Colombia,B,Less Developed Regions,TRUE,male_age8,1239798,2836,3022,20452,23000,640000,0.5162131250413374
170,Colombia,B,Less Developed Regions,TRUE,male_age9,957019,2566,2570,14249,14000,440000,0.4597609869814497
170,Colombia,B,Less Developed Regions,TRUE,female_age0,2079569,6410,5356,40703,110000,2000000,0.9617377446961366
170,Colombia,B,Less Developed Regions,TRUE,female_age1,2174898,6366,6282,69075,240000,3500000,1.6092708715535164
170,Colombia,B,Less Developed Regions,TRUE,female_age2,2190587,5817,6792,78081,230000,3100000,1.41514580338512
170,Colombia,B,Less Developed Regions,TRUE,female_age3,2024696,4732,6174,63253,180000,2600000,1.284143397329772
170,Colombia,B,Less Developed Regions,TRUE,female_age4,1903244,3797,4982,45395,110000,1900000,0.9982955417171945
170,Colombia,B,Less Developed Regions,TRUE,female_age5,1773283,3037,3947,35918,78000,1500000,0.8458886709002454
170,Colombia,B,Less Developed Regions,TRUE,female_age6,1607487,2656,3286,31319,53000,1100000,0.6842979134512441
170,Colombia,B,Less Developed Regions,TRUE,female_age7,1537390,2403,2710,23448,39000,970000,0.6309394493264558
170,Colombia,B,Less Developed Regions,TRUE,female_age8,1395717,2167,2328,16543,26000,770000,0.5516877705150829
170,Colombia,B,Less Developed Regions,TRUE,female_age9,1129431,1896,1914,12307,17000,550000,0.48697087294398683
174,Comoros,B,Less Developed Regions,FALSE,male_age0,45520,419,329,373,2500,17000,0.37346221441124783
174,Comoros,B,Less Developed Regions,FALSE,male_age1,40399,517,477,520,3500,26000,0.6435802866407584
